450:15,654,1511,302,245,363,94,1403,103,76
452:13523,8,17,5869,1410,861,782,650,554,302
476:17,245,1023,616,364,654,2200,542,302,15
488:17,542,61,616,58,518,787,15,1196,508
490:17,302,61,402,15,1403,554,238,32,289
494:616,654,58,17,542,1196,15,564,32,518
500:17,302,285,76,14750,3448,866,654,409,378
514:616,1196,650,17,61,76,58,302,62,8
525:245,518,564,616,508,542,84,15,61,787
535:17,1102,518,542,354,101,29,61,32,8
536:616,542,61,58,32,15,654,518,302,787
538:616,15,61,245,302,58,564,999,103,101
539:17,542,58,1196,61,654,518,32,15,1403
564:15,32,650,84,76,61,554,289,564,8
582:616,861,15,564,518,61,32,1403,1196,787
585:17,61,58,15,654,616,94,542,302,8
590:654,518,542,101,15,8,861,564,94,787
601:121660,121234,118676,105155,94414,90819,90054,75023,69110,67228
618:616,17,542,15,654,302,1535,58,138,61
624:168,5557,4190,1069,719,135,76,13567,10778,9024
627:4671,11539,9594,7334,5512,1077,83175,48524,32661,19731
628:121692,120592,119997,118810,117786,117046,116671,115048,113616,108616
632:81,931,5767,2967,508,564,353,226,76,8
633:61,15,58,1196,302,1511,787,654,518,245
634:226,70,508,1884,986,616,5767,58,17,8
646:17,546,58,654,302,1995,616,76,564,61
666:10981,18920,3034,911,11590,1337,5975,533,8772,603
667:616,58,17,15,654,542,518,302,32,564
669:11470,10493,1803,518,39616,23454,12962,11984,5614,4394
678:17,58,654,542,302,32,15,1196,564,61
680:616,17,654,58,61,15,861,650,1511,1196
681:441,245,710,508,4513,4268,1744,2139,94,76
682:1528,16305,7711,23294,14754,9783,2318,76,2275,698
683:122777,118072,116723,112536,112287,104893,101630,98966,98188,97127
684:168,984,5480,8860,8733,719,1081,801,661,574
715:4671,2543,11855,9435,8392,12861,8867,311,42989,17486
716:616,654,302,58,17,861,564,84,650,15
741:168,984,8733,574,1400,135,8860,5557,9024,1081
750:61,564,32,15,322,402,8,787,103,76
754:17,616,302,542,61,58,654,94,32,1511
756:616,542,15,1196,101,554,289,84,8,322
757:302,654,17,58,616,564,301,84,289,1102
758:17,616,302,58,15,787,654,356,61,8
763:17,8,1196,650,15,564,84,554,518,61
773:17,302,101,616,76,654,861,650,542,8
774:61,17,1196,302,32,1511,238,518,787,650
775:542,15,1196,58,1511,518,94,787,564,508
782:61,15,616,518,245,8,103,131,1987,2955
784:17,542,518,94,787,508,1196,302,76,1405
793:654,542,616,1535,101,8,564,61,787,508
803:1119,245,6450,496,17,891,354,736,518,2789
813:61,17,616,542,654,518,94,787,302,103
815:654,542,15,61,1511,364,302,58,8,32
817:1102,58,616,518,138,101,94,29,736,363
818:984,5480,463,8860,1326,8733,1528,7994,7838,5557
823:245,1744,94,17,518,15,1382,131,564,103
825:616,518,542,94,654,58,8,787,363,2200
833:58,302,1196,402,508,238,564,8,787,861
835:616,542,61,58,15,1511,518,302,654,356
838:8066,862,12861,8392,11855,9189,8427,7622,4671,4625
844:58,354,8,76,518,787,736,94,15,542
850:354,17,94,1382,70,9482,245,657,302,8
856:486,364,999,103,6,4904,1535,3101,1140,62
857:302,15,542,518,84,61,101,861,8,564
874:518,508,364,999,787,58,554,302,3233,119
891:122776,121156,119256,115190,112956,112885,111689,109184,107294,107266
899:17,15,363,32,616,518,61,8,542,1987
900:398,17,2447,24211,5598,650,4126,3829,62,3180
911:76,363,564,1196,654,302,58,616,542,8
918:17,518,15,302,58,8,616,542,654,363
925:17,654,302,84,616,58,8,1102,518,29
926:58,302,542,787,8,1196,861,32,518,1511
937:518,616,245,542,58,654,564,32,1405,787
964:2403,3207,970,947,353,899,65,4268,94,5117
970:14636,2656,8,4300,9093,656,518,4613,2031,84
977:17,61,787,1403,518,15,1511,650,322,508
981:1002,4513,710,245,2715,1744,3618,1410,4268,13016
982:17,2162,875,84,245,354,1023,736,302,70
984:616,17,654,15,61,542,58,32,245,650
992:508,17,564,542,363,262,245,15,8,1410
993:654,616,58,84,29,76,518,1102,564,354
998:616,17,542,15,61,1403,650,32,302,58
1000:58,17,542,61,1196,518,787,8,554,101
1007:17,654,542,564,224,1196,15,554,32,29
1027:168,661,1400,1326,801,8733,1528,9874,7838,5557
1028:17,302,616,58,15,542,61,32,518,564
1044:17,84,58,654,616,302,8,518,62,508
1045:17,542,58,61,518,564,8,1511,1196,861
1049:76,2139,564,81,616,61,17,654,500,262
1068:1002,441,710,8928,6315,4513,245,3506,1744,1256
1069:542,654,61,32,554,84,564,364,301,101
1070:17,542,58,616,518,15,32,861,564,508
1082:84,15,542,518,1196,650,787,101,61,32
1083:87395,75042,71491,62335,53428,45686,30459,23414,21899,16272
1088:17,542,616,656,61,564,245,32,15,1405
1094:616,61,58,1405,787,32,508,999,402,364
1116:616,302,58,654,76,70,363,8,84,32
1121:17,1578,654,1348,1140,1102,1086,902,616,568
1125:61,542,616,58,654,564,364,94,32,787
1127:15,518,103,61,17,542,245,616,1403,402
1132:17,787,15,654,302,650,58,554,542,363
1133:61,15,32,8,554,508,322,1511,650,518
1140:616,58,302,542,1511,32,564,518,61,15
1141:787,4671,14259,17,311,10071,9594,5512,327,103
1148:17,302,70,654,508,1023,901,736,76,8
1153:616,17,58,654,518,238,861,787,542,1511
1166:61,518,17,1126,103,32,131,15,8,616
1172:17,616,654,364,302,58,15,61,518,103
1192:17,616,58,542,61,302,1196,518,1403,861
1204:654,17,302,616,61,58,15,650,542,32
1208:616,58,17,654,15,302,861,285,29,542
1209:76,302,17,719,70,1023,564,238,8,94
1234:168,719,1400,984,574,76,2103,661,8860,9874
1236:17,1987,302,61,6759,245,32,54784,10600,4919
1245:302,1187,654,8,616,245,84,518,101,58
1263:17,58,542,302,861,32,1196,650,518,1511
1267:58,616,542,32,564,61,902,15,518,1196
1269:4755,3107,2880,1352,6434,7831,5624,189,20806,11725
1288:17,1017,2609,2200,654,518,67016,10560,8588,6771
1295:616,542,61,15,861,1196,32,554,518,322
1296:17,654,58,650,564,542,1196,518,76,32
1302:17,302,654,616,542,15,1196,238,861,650
1305:302,17,58,15,8,542,84,650,322,554
1342:84,564,518,17,72675,39096,5998,2880,2026,656
1382:17,654,616,508,302,1382,564,518,58,94
1389:75115,61636,40853,4245,1305,121404,120740,111950,109872,109043
1391:26376,17,302,650,224,70,32,1787,1690,1109
1397:81,1749,986,226,140,2967,2379,348,8283,70
1402:616,302,58,1511,650,554,101,289,61,32
1405:96890,92558,24722,4697
1407:17,302,616,542,518,58,486,654,787,650
1408:17,616,518,302,654,542,245,787,354,94
1409:616,354,8,542,508,61,564,138,787,1535
1412:17,302,58,654,866,616,542,84,1102,787
1413:542,15,32,1511,787,322,289,101,1403,861
1418:654,542,94,61,15,787,364,564,363,322
1419:4755,3172,4825,12990,1712,8848,6434,5624,11725,24581
1420:302,654,354,616,518,58,285,8,564,15
1427:17,61,1196,787,564,518,15,402,238,1403
1430:654,58,542,17,302,1196,15,518,8,902
1431:58,616,654,542,285,15,84,1403,861,564
1435:61,616,364,302,1196,58,787,94,564,508
1437:81,542,698,302,58,1535,616,650,76,70
1441:6559,3307,6745,2715,2548,840,245,67843,10455,10039
1447:17,15,616,518,654,787,736,564,402,364
1448:245,20642,13895,8153,1887,654,542,81,17,7869
1457:17,616,542,650,302,58,15,654,861,364
1458:15,17,616,402,999,508,58,486,2200,1471
1469:616,58,542,302,61,1196,564,518,1511,289
1477:17,245,15,654,518,94,61,32,542,787
1486:168,719,76,984,8733,5557,5480,1790,1400,801
1490:17,58,654,302,542,616,518,76,15,866
1491:616,58,654,542,302,518,61,787,364,15
1500:61,15,302,58,518,245,1511,364,32,1196
1503:58,654,542,616,8,15,1511,554,101,650
1517:123071,121719,119772,117506,116842,116471,115068,114309,113231,112722
1518:542,518,1405,1126,17,616,402,15,8,1382
1535:302,58,654,542,650,508,61,787,15,1196
1551:616,650,542,61,518,15,32,1196,554,8
1552:29723,19245,1402,8892,1099,70,29,17,89980,31783
1553:17,542,654,616,518,58,61,302,999,8
1559:616,654,15,1196,61,322,302,62,861,787
1560:518,61,17,15,103,402,1511,58,363,94
1561:542,17,1511,616,518,61,15,58,508,245
1562:616,654,542,32,787,650,564,518,101,15
1569:986,81,226,3718,2967,70,4021,3756,2379,1888
1570:17,616,58,654,302,787,8,101,564,554
1588:245,17,1187,1119,901,542,262,224,32,15
1589:15,616,654,518,58,61,542,32,8,554
1591:69776,62108
1601:17,616,302,518,508,58,32,8,564,1535
1602:518,15,17,61,1987,654,616,131,8,787
1629:518,15,17,61,616,103,1511,787,486,94
1634:9662,8337,2265,6901,2717,76,13782,2328,1913,1382
1642:542,654,8,58,518,302,1511,402,245,103
1653:17,616,654,58,302,8,650,542,84,61
1654:542,302,8,94,1196,32,787,364,650,518
1655:542,654,8,15,787,4904,1196,76,1511,354
1668:1196,616,32,650,15,861,518,787,554,402
1681:17,616,518,58,61,8,15,542,94,84
1703:518,61,364,1987,363,32,1050,616,564,15
1721:302,654,245,61,17,15,616,58,650,29
1727:17,58,654,616,861,302,650,542,84,518
1728:302,58,616,84,354,15,61,1102,554,322
1745:245,17,616,518,61,32,131,76,58,8
1746:616,17,542,58,654,650,302,1196,861,518
1751:8,542,518,84,32,1382,508,496,302,245
1756:616,8,58,61,999,542,302,245,554,1102
1758:542,302,17,1196,616,518,58,654,8,32
1761:23824,13895,361,1446,402,70,6379,2275,1208,245
1767:616,84,518,8,94,76,787,564,354,61
1779:103533,93631,93097,86913,67185,65741,56748,37843,17395,8635
1780:13960,9354,88524,72271,67574,48208,32648,10503,10404,3041
1783:17,58,302,84,15,8,542,518,736,101
1787:616,61,1196,518,32,564,15,554,508,245
1788:508,780,731,140,17,1023,262,3137,1884,1535
1794:17,616,15,245,787,402,8,564,654,32
1796:15,654,542,61,1196,861,364,245,84,32
1803:616,17,654,58,302,542,518,15,1511,861
1820:1352,2880,10041,189,378,23191,7831,6434,1712,76
1821:518,103,61,17,542,94,15,402,4268,1987
1822:654,302,17,32,1196,616,245,61,58,861
1823:17,84,554,542,61,1196,650,15,32,1140
1840:616,542,61,564,94,1403,1511,861,787,2030
1841:984,8860,1528,1326,574,5480,2103,8733,2318,1081
1842:58,17,302,616,542,8,84,29,518,564
1850:17,302,616,58,654,84,29,76,8,650
1853:654,302,58,17,1196,542,616,32,650,61
1854:17,654,542,1196,302,861,364,245,32,94
1862:616,302,787,61,542,508,32,1196,902,564
1880:875,17,4420,1119,354,84,947,736,94,518
1883:61,542,518,58,32,302,8,654,402,1403
1890:302,654,8,616,3448,650,58,4203,1511,1102
1891:17,302,654,58,29,616,1239,486,162,15
1893:61,654,616,58,15,861,302,402,787,1403
1894:616,542,15,564,61,58,508,8,654,518
1911:35965,29727,19206,13341,10104,5975,5466,123306,122323,122064
1912:302,17,518,616,654,138,8,84,564,101
1913:616,302,17,861,654,58,564,542,8,1196
1930:2548,197,5111,5627,8069,7160,27094,13049,465,36493
1932:5097,3568,890,564,76,2139,866,17,4743,698
1950:542,15,1196,61,32,508,1511,363,301,238
1951:2121,1360,17,564,542,1287,654,616,31609,1410
1952:17,616,861,542,76,1196,15,564,554,61
2005:542,554,15,1196,302,61,32,518,1403,564
2017:123006,107733,101380,58208,47586,44039,23213,13894,11246
2025:236,17,10075,776,8861,6766,20850,11621,6673,4203
2030:15,58,17,616,94,32,542,364,302,138
2034:4755,1352,76,3213,2904,947,787,616,481,189
2038:17,302,654,84,8,616,508,58,29,542
2046:9289,10492,17,27296,26460,3672,8,17567,6503,17185
2058:12597,17944,12495,1410,87205,69996,65161,55235,53415,52829
2068:245,15,542,787,17,616,402,1405,654,564
2070:616,84,302,15,564,542,58,61,902,656
2071:616,518,508,1535,61,58,1196,364,302,245
2072:354,654,518,302,616,2162,1102,1023,6,736
2074:1410,76,17,5975,873,302,124,70,65,15
2075:542,15,654,61,245,508,402,8,302,32
2077:17,616,564,518,61,58,654,32,245,15
2080:17,654,15,1196,861,650,564,58,61,542
2085:616,542,17,564,245,1023,518,364,103,1987
2097:15,616,61,58,245,508,32,564,364,103
2112:5480,984,1326,8860,1400,76,2153,661,5557,801
2115:17,1405,616,542,61,787,15,103,8,654
2116:17,616,224,8,62,654,564,508,302,1187
2123:17,616,654,518,48,8,899,76,1102,138
2135:17,616,15,654,8,302,58,32,1405,542
2141:698,81,564,2204,986,138,2030,1535,899,780
2147:236,17,12253,4203,3448,10075,776,14750,4724,654
2154:719,5480,661,1326,8860,2103,7838,1081,463,13567
2160:17,302,15,554,1196,61,861,32,787,518
2162:5480,719,760,2103,1528,10267,801,661,574,1400
2170:542,58,17,302,15,564,61,787,238,1403
2177:17,224,459,302,162,29,4009,3137,1023,899
2184:58,616,1102,542,84,322,61,6,861,518
2185:564,17,542,364,76,616,654,650,8,1196
2211:508,226,17,616,564,94,15,8,1023,542
2223:11470,10493,2337,1803,518,39616,23454,12962,11984,5614
2243:245,15,518,17,616,542,61,8,32,94
2244:17,616,302,58,654,542,518,1403,61,32
2247:3249,616,58,1405,564,302,61,518,15,654
2250:49715,47112,38737,36528,36231,23527,7838,6191,4103,3205
2253:226,70,1023,508,17,2967,1535,262,4048,1884
2261:616,61,654,15,32,542,58,94,302,1987
2290:542,32,61,15,650,554,518,1403,1140,224
2291:17,616,542,32,1196,564,29,1023,15,787
2293:84,17,656,1405,58,508,327,1102,787,131
2301:4032,429,17,7611,5567,4210,2668,1102,302,182
2302:16229,39395,245,33882,1524,774,353,70923,63084,15642
2304:719,5480,984,1528,1326,661,463,9874,1400,1230
2318:61,15,654,245,564,486,554,94,402,114
2325:8,245,84,616,354,787,654,76,542,61
2335:17,616,654,15,518,302,61,32,542,245
2343:17,302,4802,2140,1549,1410,1145,1023,925,650
2346:70,17,698,500,361,112991,112906,110747,110172,110116
2347:2186,100785,7728,322,122349,120971,120912,119163,118261,117180
2348:17,616,58,542,15,654,364,302,1196,650
2363:616,17,302,542,94,76,32,15,650,564
2364:302,650,29,76,616,62,61,15,861,518
2369:17,616,301,736,84,70,58,8,14964,11644
2373:17,616,84,650,101,58,508,302,29,1023
2381:58,654,616,302,17,542,322,29,8,1196
2382:17,518,131,65,8,119,1382,564,245,787
2384:1119,17,4420,354,84,245,2935,518,6945,947
2385:17,302,616,58,564,29,861,486,15,1102
2393:17,15,61,8,654,616,542,508,787,58
2394:542,616,15,32,245,94,61,564,508,58
2395:616,17,1196,650,15,1140,61,787,101,84
2399:17,1023,226,76,616,302,1535,731,94,8
2405:542,17,15,1196,1511,302,654,32,1403,518
2407:17,616,76,902,650,364,61,58,1471,859
2408:122111,117884,116841,115652,113915,1239,899
2419:58,654,8,616,568,302,17,2193,861,76
2429:17,354,1382,94,245,70,9482,302,8,9890
2447:84,354,285,301,1102,861,94,76,542,322
2452:12832,2282,95533,77590,48061,35268,30791,27927,25216,24481
2453:71417,29657,23740,123316,110105,78361,68631,56244,50818,50572
2454:245,508,3107,1987,1382,518,17,8,1352,931
2456:17,616,76,58,84,736,542,518,101,15
2461:542,1196,61,1511,518,402,245,554,363,289
2464:654,354,58,616,301,76,8,650,518,245
2465:58,616,84,32,15,8,564,518,354,301
2469:616,61,542,245,518,103,1511,402,999,1405
2489:719,168,1400,5480,984,801,760,9783,9531,7994
2491:2319
2499:1097,302,13523,17,58,654,616,861,518,508
2500:8,654,76,542,103,61,15,787,736,616
2501:947,17,931,76,1119,327,302,8,6691,1539
2505:654,17,616,542,58,61,32,15,1511,1196
2510:30152,30139,1578,162,40898,5567,2168,1023,238,224
2515:616,302,17,58,650,8,787,654,564,861
2518:5097,40,3568,890,564,4880,698,4743,76,17
2520:616,17,542,15,654,1511,302,58,94,32
2521:518,616,302,8,654,58,542,902,564,101
2524:616,302,654,58,17,8,76,162,84,2618
2536:542,17,302,15,1511,32,1196,554,245,364
2541:654,58,32,61,787,518,15,1196,302,650
2547:17,58,650,302,616,62,15,8,654,238
2553:9134,35177,25366,19603,18939,5125,3509,91343,50469,44578
2558:661,5557,76,1528,17,10267,364,245,81,70
2560:616,15,58,787,1196,1535,554,508,486,245
2563:302,58,15,861,654,238,1511,564,650,486
2573:58,616,1196,322,245,62,8,1511,861,787
2591:616,58,654,302,542,861,17,238,8,483
2596:17,302,616,654,518,493,84,29,1511,650
2597:122137,115631,110815,90213,75581,65094,40121,39851,19067,13544
2601:17,11855,14259,7334,787,311,2543,302,8,9435
2604:367,17,616,226,70,12332,698,76,58,8167
2611:518,8,787,245,1119,542,1382,616,103,508
2612:17,542,654,302,861,58,15,245,518,554
2615:32,61,542,518,650,245,103,8,861,6
2625:17,81,226,1023,518,354,245,774,616,94
2626:302,616,554,1196,518,245,101,94,84,1403
2634:17,58,616,654,518,302,32,8,6,508
2636:654,616,542,58,861,15,8,1196,787,518
2639:17,508,226,302,1535,1449,947,736,518,84
2650:10451,4194,23102,14600,5122,17,89820,86115,75058,74367
2661:616,17,302,518,94,654,101,58,245,84
2663:17,84,302,654,8,518,327,301,58,736
2666:58,616,17,654,542,302,8,564,518,61
2676:654,616,17,302,58,15,162,542,94,518
2689:616,654,15,542,302,58,17,564,245,61
2693:790,21813,10408,2566,120178,103008,88166,76296,55602,49478
2708:17,616,61,245,15,8,542,94,564,363
2709:245,17,15,542,131,61,654,1405,616,518
2713:17,245,542,364,15,8,61,654,656,616
2715:984,1400,661,8733,5557,2153,801,5738,5488,135
2716:16542,986,500,81,616,542,226,8,11325,10239
2727:616,58,15,84,542,94,61,29,564,32
2730:542,17,61,616,15,518,1987,364,402,1511
2731:616,84,1196,861,650,542,101,29,15,76
2734:564,76,1069,736,518,17,4017,616,947,698
2735:3107,1527,1712,8848,12990,3172,4825,11725,7880,7859
2737:17,70,654,650,358,354,301,58,59457,2139
2745:245,4268,61,15,17,1126,654,2200,1987,518
2746:23595,27209,22059,16151,76,40142,25466,25368,24118,17498
2748:5287,564,327,76,19670,5567,5117,4268,3618,3521
2756:616,114,564,302,654,650,1196,861,8,15
2760:542,861,15,650,84,29,564,1196,518,285
2799:508,364,302,76,17,8,931,2140,1382,901
2802:654,616,302,58,861,238,84,8,76,4032
2803:97817,94755,88529,33572,19829,14237,11718,2595,2074,670
2804:17,650,654,542,616,302,58,508,62,787
2805:7048,5582,3014,2121,1410,1099,1039,931,908,873
2812:302,654,8,542,61,787,650,508,101,354
2815:984,719,9874,463,135,5480,4877,1682,1400,661
2827:17,616,58,8,518,302,101,61,32,654
2831:654,58,61,564,15,84,76,8,94,518
2846:616,61,542,518,654,15,302,32,787,245
2848:616,654,17,861,61,15,650,554,518,289
2853:18850,89994,86461,84210,83814,75173,69173,68624,62238,38736
2854:1119,518,245,84,496,354,65,736,654,301
2857:353,4797,654,8,2268,1951,518,508,245,94
2858:17,542,15,61,363,101,289,1196,787,650
2861:5975,1002,11590,10981,4040,2139,535,533,245,7622
2871:4755,378,3107,17,1527,245,189,76,7006,508
2907:654,58,302,8,84,650,15,616,61,564
2912:226,76,238,3789,698,17,1435,719,168,70
2914:17,654,302,58,32,542,61,15,518,238
2924:168,984,1400,8860,1326,719,16956,10267,5557,5480
2925:61,17,245,2139,674,564,358,226,81,76
2947:2741,66993,66050,46125,24301,18970,8643,122136,116261,113092
2951:30839,654,616,483,302,224,62,17,6,122248
2959:17,616,654,302,518,650,542,58,1196,902
2960:17,518,8,542,616,1382,654,61,564,76
2963:17,616,542,1511,58,564,364,61,8,861
2965:29475,18240,6097,5557,3789,984,698,650,564,135
2967:245,518,8,564,61,15,1405,65,2200,542
2970:616,17,654,302,58,518,8,1196,542,162
2977:17,302,654,84,542,58,29,616,1102,8
2981:542,554,32,1196,518,1511,650,84,8,101
2989:17,616,542,302,58,76,61,654,224,101
2990:22420,29000,13581,5975,76,16717,4671,311,8,55922
3004:168,8860,984,7838,5480,1326,1400,463,9874,8733
3011:123142,120511,120408,117218,115356,112786,109829,85653,84549,84226
3013:508,17,7006,8,4755,564,518,76,15,245
3038:247,6503,19871,15921,10492,1495,17646,3372,87209,57841
3044:8,616,654,542,518,302,15,58,554,508
3070:8783,4146,10692,2528,2354,4093,12093,6117,27427,26529
3081:17,616,302,518,654,58,542,8,1535,238
3100:302,616,542,84,1535,101,1196,61,15,1102
3102:984,168,574,8733,1400,719,5557,463,5480,135
3105:17,58,654,302,15,564,32,902,861,518
3107:70,17,1023,5767,262,76,654,140,1535,780
3110:17,616,654,245,15,364,61,542,518,564
3111:58,616,518,302,654,542,101,15,1511,1196
3113:15,302,17,654,616,542,8,710,650,633
3121:8,15,564,542,101,787,32,322,554,1535
3125:17,654,616,302,58,70,8,1535,542,354
3129:542,61,616,518,302,8,1403,1511,787,32
3139:9739,122776,122231,121156,120365,119256,116320,116127,115190,113551
3144:5480,17,463,302,719,564,1400,1326,984,574
3152:616,17,518,58,15,654,542,61,8,787
3167:1023,17,76,542,1405,508,58,564,654,302
3169:15,542,518,61,1405,616,32,8,654,508
3170:17,616,58,5553,654,302,861,1535,564,238
3172:302,17,616,654,29,3101,650,363,236,32
3176:58,616,650,564,542,15,322,76,787,1403
3183:654,76,70,138,17,58,542,15,1535,616
3184:17,10175,354,76,2715,1784,245,219,94,8935
3193:58,1196,61,1403,1511,787,554,518,285,76
3195:17,8,654,518,245,84,1119,616,302,301
3220:616,84,542,650,554,94,15,861,518,61
3229:17,616,302,654,138,15,650,58,245,76
3234:1102,518,302,654,616,354,58,101,902,787
3237:110318,54099,41101,113362,102041,77678,58923,28760,22678,9915
3238:17,889,616,518,224,4364,4204,2583,1987,1190
3239:17,616,58,29,84,8,518,1102,861,650
3246:603,533,4671,911,13998,11590,10180,8772,5319,2543
3258:17,654,542,58,61,32,564,15,1511,861
3263:616,17,15,542,302,58,654,1196,861,61
3277:168,76,719,10267,5480,1400,984,7711,1081,698
3279:17,58,616,654,564,508,32,302,542,650
3295:1730,17,564,76,8,1410,226,5812,3484,2292
3305:22801,805,28166,5726,18892,4979,39619,33223,22093,20288
3306:6901,1651,76,9557,4146,17,31739,28389,6117,698
3308:17,1405,542,65,654,302,15,616,564,508
3309:616,302,542,1196,554,861,518,84,32,1511
3320:2548,3196,10541,5111,14793,7160,197,5627,27094,8069
3328:616,58,542,564,76,554,245,84,61,1196
3329:986,226,81,70,12090,7585,6733,3239,2967,1468
3335:616,58,654,61,542,15,861,94,76,1196
3346:518,245,17,15,787,542,61,8,103,616
3352:17,58,302,654,542,8,616,101,15,518
3353:17,654,58,616,302,542,8,508,61,736
3360:616,8,518,902,84,1405,654,302,94,58
3374:17,654,616,1196,518,182,58,861,542,508
3376:17,780,654,5767,1535,616,364,302,226,84
3383:17,70,1360,1099,931,654,521,361,354,138
3386:12253,4203,14750,10641,776,8861,654,17,6673,49
3411:17,654,616,58,302,8,84,94,518,1102
3412:129,107299,104247,88968,88275,86514,79323,78657,76480,72467
3413:61,17,15,1744,103,518,94,8,1987,131
3416:4755,2880,1352,10041,7831,378,189,4568,1923,8848
3419:616,32,17,1196,654,861,650,1511,787,15
3421:17,861,542,1196,62,84,650,518,285,564
3423:17,1382,8566,6733,5767,5689,2548,1352,986,650
3426:616,17,654,58,302,542,861,32,15,1511
3428:542,17,58,1196,61,32,15,654,8,787
3429:654,302,84,1196,861,542,650,564,285,8
3431:3225,88768,80576,47290,34500,2139,1730,683,76
3432:58,698,650,226,17,15,44704,31890,4919,3234
3450:2265,17,1913,1023,76,542,2140,698,564,302
3453:168,5480,719,661,760,1528,7838,8733,2642,1400
3475:17,76,4268,302,245,2030,616,542,518,58
3478:61,15,1196,322,650,518,289,1403,787,554
3479:17,616,302,650,224,654,564,518,62,61
3480:654,302,17,616,542,76,650,1196,363,32
3490:17,542,1196,61,84,32,289,554,1511,363
3500:542,61,616,58,32,654,15,245,1196,518
3514:616,302,84,8,787,32,29,15,1196,861
3546:17,654,3223,1305,591,327,302,8,15583,5553
3547:616,302,61,654,84,15,76,8,564,542
3551:21659,7669,2318,98,120691,119910,119352,119195,119145,117554
3557:168,984,719,5480,8860,8733,1400,574,661,135
3572:31775,29630,110194,87374,81034,60680,56825,54245,24627,19012
3579:17,616,58,8,354,29,518,15,363,101
3580:17,780,226,3137,76,650,500,13544,3423,986
3593:17,616,654,518,787,61,15,564,542,58
3599:654,564,81,70,76,17,542,302,238,15
3609:17,654,616,302,58,542,61,650,364,32
3610:17,8,654,508,542,518,1023,76,58,1405
3613:5145,2548,931,17,1050,508,76,16715,2048,1526
3628:17,616,542,650,302,554,409,76,787,327
3656:616,542,554,654,17,8,32,508,58,61
3657:17,58,616,15,564,542,94,554,162,76
3663:542,58,32,787,245,564,238,94,650,508
3674:542,61,58,32,1403,518,8,302,364,238
3684:568,109728,104197,88545,80992,61157,51071,50347,49556,46315
3685:17,76,70,81,1023,508,616,4194,2139,1884
